F_Measure_Type_Name__c,F_Equipment_Name_Proposed__c,I_EER_MC04__c,P_Cooling_Hrs_mc4__c,i_Qty_Prop_Equip_mc__c,i_SEER_MC04__c,i_unit_cooling_BTUH__c,i_unit_cooling_tons_mc__c,County__c,Customer_Therms__c,Customer_kW__c,Customer_kWh__c,Electric_Rebate__c,F_COOL_SEER_Cost__c,F_COOL_SEER_MN_PCkW__c,F_COOL_SEER_MN_Rebate__c,F_COOL_SEER_MN_kW__c,F_Centrifugal_Chiller_PCkW__c,F_Centrifugal_Chiller_Rebate__c,F_Centrifugal_Chiller_kW__c,F_Centrifugal_Chiller_kWh__c,F_Cool_Cost_mc4__c,F_Cool_EER_SEER_MC_PCKW__c,F_Cool_EER_SEER_MC_Rebate__c,F_Cool_EER_SEER_MC_kW__c,F_Cool_EER_SEER_MC_kWh__c,F_Cool_FLV_IPLV_mc4_Rebate__c,F_County_Zone__c,F_County_to_Zone_MC4__c,F_Equip_Building_Type__c,F_MSHP_EER_Eff__c,F_MSHP_EER_Std__c,F_MSHP_Total_kWh__c,F_MSHP_Total_v3_kWh__c,F_Measure_Name__c,F_Mini_Split_Cool_PCkW__c,F_Mini_Split_Cooling_kW__c,F_Net_Gen_kW__c,F_Net_Gen_kWh__c,F_Net_Therms__c,F_Products_Name__c,F_Program_Name__c,F_VFD_Chiller_mc4_PCkW__c,F_VFD_Chiller_mc4_Rebate__c,F_VFD_Chiller_mc4_kW__c,F_VFD_Chiller_mc4_kWh__c,F_kAdj_Value__c,F_k_Adj_2012__c,F_k_Adj_2015__c,Gas_Rebate__c,I_AHRI__c,I_EER__c,I_Invoice_Cost__c,I_Mark_Seg__c,I_Qty_Prop_Equip__c,I_SEER_IEER__c,I_Unit_Tons__c,Increm_Electric_Capital_Cost__c,Increm_Gas_Capital_Cost__c,LastModifiedById,LastModifiedDate,LastReferencedDate,LastViewedDate,Line_Item_Number__c,Measure_Name__c,Online_Application_Measure__c,PC_kW_Customer__c,Uncapped_Electric_Rebate__c,Uncapped_Gas_Rebate__c,Units_Electric__c,Units_Gas__c,county__c,eo3__Completion_Date__c,eo3__Eligible_Equipment_Type_1__c,AF_Date__c,Name,i_Facility_Type__c
Cool SEER - MN,MN - RTUS < 5.42 tons,,446,1,14,,3,,,0.233,88,177,690,0.209437621,177,0.232708468,,,,,690,,177,,88.21978022,150,MN1,MN3,Office-Low Rise (<25k SF 1-2 Story),,,,,DX Units < 5.42 Tons,,,0.22732,94.27,0,MN - HVAC+R Cooling - Prescriptive,HVAC+R Systems - MN,0,150,0,0,,0,0,,TRUE,,3911.09,,1,,,690,,005U0000000HtWKIA0,1.61388E+12,,,1,DX Units < 5.42 Tons,,0.209,177,0,1,0,Stearns MN3,2021-01-05,Cool EER-SEER,2021-10-02,OID4478637-0001,Office-Low Rise (<25k SF 1-2 Story)
Cool SEER - MN,MN - RTUS < 5.42 tons,,446,1,14,,4.88,,,0.379,144,287.92,1122.4,0.340685197,287.92,0.378539108,,,,,1122.4,,287.92,,143.5041758,244,MN1,MN3,Office-Low Rise (<25k SF 1-2 Story),,,,,DX Units < 5.42 Tons,,,0.37089,154.26,0,MN - HVAC+R Cooling - Prescriptive,HVAC+R Systems - MN,0,244,0,0,,0,0,,TRUE,,9629.12,,1,,,1122.4,,005U0000000HtWKIA0,1.61388E+12,,,2,DX Units < 5.42 Tons,,0.341,287.92,0,1,0,Stearns MN3,2021-01-05,Cool EER-SEER,2021-10-02,OID4478637-0002,Office-Low Rise (<25k SF 1-2 Story)
Cool SEER - MN,MN - RTUS < 5.42 tons,12,754,1,15,,1.47,,,0.126,136,130.83,338.1,0.113742081,130.83,0.12638009,,,,,338.1,0.113742081,130.83,0.12638009,136.416,73.5,MN1,MN3,Lodging,12,,,,DX Units < 5.42 Tons,,,0.12399,145.69,0,MN - HVAC+R Cooling - Prescriptive,HVAC+R Systems - MN,0,73.5,0,0,,0,0,,TRUE,,,,1,,,338.1,,005U0000000HtWKIA0,1.61379E+12,,,1,DX Units < 5.42 Tons,,0.114,130.83,0,1,0,Blue Earth MN3,2020-06-06,Cool EER-SEER,2021-03-08,OID4465089-0001,Lodging
Cool SEER - MN,MN - RTUS < 5.42 tons,12,754,1,20.8,,1,,,0.086,261,263,230,0.077375566,263,0.085972851,,,,,230,0.077375566,263,0.085972851,261,50,MN1,MN3,Lodging,12,,,,DX Units < 5.42 Tons,,,0.08375,279.59,0,MN - HVAC+R Cooling - Prescriptive,HVAC+R Systems - MN,0,50,0,0,,0,0,,TRUE,,1798.87,,1,,,230,,005U0000000HtWKIA0,1.61379E+12,,,2,DX Units < 5.42 Tons,,0.077,263,0,1,0,Blue Earth MN3,2020-06-06,Cool EER-SEER,2021-03-08,OID4465089-0002,Lodging
Cool SEER - MN,MN - RTUS < 5.42 tons,,589,1,16.1,,2.93,,,0.613,307,357.46,673.9,0.551397656,357.46,0.612664062,,,,,673.9,,357.46,,306.7302628,146.5,MN1,MN3,Manufacturing,,,,,DX Units < 5.42 Tons,,,0.5993,328.87,0,MN - HVAC+R Cooling - Prescriptive,HVAC+R Systems - MN,0,146.5,0,0,,0,0,,FALSE,,,,1,,,673.9,,005U0000000HtWKIA0,1.61388E+12,,,1,DX Units < 5.42 Tons,,0.551,357.46,0,1,0,Hennepin MN3,2021-01-04,Cool EER-SEER,2021-05-19,OID4476798-0001,Manufacturing
Cool SEER - MN,MN - RTUS < 5.42 tons,,446,1,14,,4.87,Stearns MN3,,0.378,143,287.33,1120.1,0.339987072,287.33,0.377763413,,,,,1120.1,,287.33,,143.2101099,243.5,MN3,MN3,Office-Low Rise (<25k SF 1-2 Story),,,,,DX Units < 5.42 Tons,,,0.36981,153.19,0,MN - HVAC+R Cooling - Prescriptive,HVAC+R Systems - MN,0,243.5,0,0,,0,0,,TRUE,,7829,,1,,,1120.1,,005U0000000HtWKIA0,1.6144E+12,,,1,DX Units < 5.42 Tons,a5Q4O000000vsLOUAY,0.34,287.33,0,1,0,Stearns MN3,2020-11-23,Cool EER-SEER,2021-05-26,OID4480926-0001,Office-Low Rise (<25k SF 1-2 Story)
Cool SEER - MN,MN - RTUS < 5.42 tons,,446,1,14,,4,Stearns MN3,,0.31,118,236,920,0.279250162,236,0.310277957,,,,,920,,236,,117.6263736,200,MN3,MN3,Office-Low Rise (<25k SF 1-2 Story),,,,,DX Units < 5.42 Tons,,,0.30346,126.41,0,MN - HVAC+R Cooling - Prescriptive,HVAC+R Systems - MN,0,200,0,0,,0,0,,TRUE,,7829,,1,,,920,,005U0000000HtWKIA0,1.6144E+12,,,2,DX Units < 5.42 Tons,a5Q4O000000vsLPUAY,0.279,236,0,1,0,Stearns MN3,2020-11-23,Cool EER-SEER,2021-05-26,OID4480926-0002,Office-Low Rise (<25k SF 1-2 Story)
Cool EER-SEER,MN - RTUS - 11.25 - 19.99 tons,12.5,446,4,20,,12.33,Stearns MN3,,7.453,10798,16916.76,11836.8,6.70752,14154.84,7.4528,,,,,11836.8,6.70752,16916.76,7.4528,10798.38982,2466,MN3,MN3,Office-Low Rise (<25k SF 1-2 Story),12.5,,,,DX Units >= 5.42 Tons,,,7.29606,11567.22,0,MN - HVAC+R Cooling - Prescriptive,HVAC+R Systems - MN,0,2466,0,0,,0,0,,TRUE,,82498,,4,,,11836.8,,005U0000000KcpaIAC,1.61471E+12,,,1,DX Units >= 5.42 Tons,a5Q4O000000vs8AUAQ,6.708,16916.76,0,4,0,Stearns MN3,2020-12-04,,2021-05-23,OID4479361-0001,Office-Low Rise (<25k SF 1-2 Story)
Cool EER-SEER,MN - RTUS - 11.25 - 19.99 tons,12.7,446,4,20.1,,14.33,Stearns MN3,,9.528,12626,20291.28,13756.8,8.575433071,16622.8,9.528258968,,,,,13756.8,8.575433071,20291.28,9.528258968,12626.26605,2866,MN3,MN3,Office-Low Rise (<25k SF 1-2 Story),12.7,,,,DX Units >= 5.42 Tons,,,9.32673,13525.44,0,MN - HVAC+R Cooling - Prescriptive,HVAC+R Systems - MN,0,2866,0,0,,0,0,,TRUE,,89665,,4,,,13756.8,,005U0000000KcpaIAC,1.61471E+12,,,2,DX Units >= 5.42 Tons,a5Q4O000000vs8BUAQ,8.575,20291.28,0,4,0,Stearns MN3,2020-12-04,,2021-05-23,OID4479361-0002,Office-Low Rise (<25k SF 1-2 Story)
Cool EER-SEER,MN - RTUS - 5.42 - 11.24 tons,12,686,2,13,,7.42,,,1.349,1510,1513.68,5639.2,1.214181818,1098.16,1.349090909,,,,,5639.2,1.214181818,1513.68,1.349090909,1510.255385,742,MN1,MN3,Retail - Large Department Store,12,,,,DX Units >= 5.42 Tons,,,1.32043,1617.57,0,MN - HVAC+R Cooling - Prescriptive,HVAC+R Systems - MN,0,742,0,0,,0,0,,TRUE,,,,2,,,5639.2,,005U0000000HtWKIA0,1.61362E+12,,,1,DX Units >= 5.42 Tons,,1.214,1513.68,0,2,0,Washington MN3,2020-10-27,,2021-03-02,OID4465648-0001,Retail - Large Department Store
Cool EER-SEER,MN - RTUS - 5.42 - 11.24 tons,12,686,1,13,,6.08,,,0.553,619,620.16,2310.4,0.497454545,449.92,0.552727273,,,,,2310.4,0.497454545,620.16,0.552727273,618.7569231,304,MN1,MN3,Retail - Large Department Store,12,,,,DX Units >= 5.42 Tons,,,0.54057,663.1,0,MN - HVAC+R Cooling - Prescriptive,HVAC+R Systems - MN,0,304,0,0,,0,0,,TRUE,,,,1,,,2310.4,,005U0000000HtWKIA0,1.61362E+12,,,3,DX Units >= 5.42 Tons,,0.497,620.16,0,1,0,Washington MN3,2020-10-27,,2021-03-02,OID4465648-0003,Retail - Large Department Store
Cool SEER - MN,MN - RTUS < 5.42 tons,12.5,686,1,15,,3,,,0.378,253,267,690,0.340126697,267,0.377918552,,,,,690,0.340126697,267,0.377918552,253.2923077,150,MN1,MN3,Retail - Large Department Store,12.5,,,,DX Units < 5.42 Tons,,,0.36981,271.02,0,MN - HVAC+R Cooling - Prescriptive,HVAC+R Systems - MN,0,150,0,0,,0,0,,TRUE,,,,1,,,690,,005U0000000HtWKIA0,1.61362E+12,,,2,DX Units < 5.42 Tons,,0.34,267,0,1,0,Washington MN3,2020-10-27,Cool EER-SEER,2021-03-02,OID4465648-0002,Retail - Large Department Store
Cool SEER - MN,MN - RTUS < 5.42 tons,12.5,686,2,15.2,,4.79,,,1.207,878,910.1,2203.4,1.086137919,910.1,1.20681991,,,,,2203.4,1.086137919,910.1,1.20681991,878.0244534,479,MN1,MN3,Retail - Large Department Store,12.5,,,,DX Units < 5.42 Tons,,,1.18121,940.55,0,MN - HVAC+R Cooling - Prescriptive,HVAC+R Systems - MN,0,479,0,0,,0,0,,TRUE,,,,2,,,2203.4,,005U0000000HtWKIA0,1.61362E+12,,,4,DX Units < 5.42 Tons,,1.086,910.1,0,2,0,Washington MN3,2020-10-27,Cool EER-SEER,2021-03-02,OID4465648-0004,Retail - Large Department Store
Cool SEER - MN,MN - RTUS < 5.42 tons,11.6,446,1,14,,3.92,,,0.202,115,231.28,901.6,0.181657045,231.28,0.201841161,,,,,901.6,0.181657045,231.28,0.201841161,115.2738462,196,MN1,MN3,Office-Low Rise (<25k SF 1-2 Story),11.6,,,,DX Units < 5.42 Tons,,,0.19796,123.19,0,MN - HVAC+R Cooling - Prescriptive,HVAC+R Systems - MN,0,196,0,0,,0,0,,FALSE,,,,1,,,901.6,,005U0000000HtWKIA0,1.615E+12,,,1,DX Units < 5.42 Tons,,0.182,231.28,0,1,0,Hennepin MN3,2020-12-22,Cool EER-SEER,2021-05-13,OID4475427-0001,Office-Low Rise (<25k SF 1-2 Story)
Cool EER-SEER,MN - RTUS - 11.25 - 19.99 tons,12.1,574,1,14,,14.5,,,1.731,1946,2131.5,2030,1.55785124,1551.5,1.730945822,,,,,2030,1.55785124,2131.5,1.730945822,1945.636364,725,MN1,MN3,Retail - Strip Mall,12.1,,,,DX Units >= 5.42 Tons,,,1.69458,2084.63,0,MN - HVAC+R Cooling - Prescriptive,HVAC+R Systems - MN,0,725,0,0,,0,0,,TRUE,,19405,,1,,,2030,,005U0000000HtWKIA0,1.61353E+12,,,1,DX Units >= 5.42 Tons,,1.558,2131.5,0,1,0,Washington MN3,2021-02-12,,2021-03-02,OID4474932-0001,Retail - Strip Mall
Cool EER-SEER,MN - RTUS - 5.42 - 11.24 tons,12,652,1,13.8,,7.41,,,0.674,975,933.66,1111.5,0.606272727,726.18,0.673636364,,,,,1111.5,0.606272727,933.66,0.673636364,975.2664596,370.5,MN1,MN3,Restaurant,12,,,,DX Units >= 5.42 Tons,,,0.65913,1044.46,0,MN - HVAC+R Cooling - Prescriptive,HVAC+R Systems - MN,0,370.5,0,0,,0,0,,TRUE,,,,1,,,1111.5,,005U0000000HtWKIA0,1.61353E+12,,,1,DX Units >= 5.42 Tons,,0.606,933.66,0,1,0,Hennepin MN3,2021-01-20,,2021-04-15,OID4474836-0001,Restaurant
Cool EER-SEER,MN - RTUS - 5.42 - 11.24 tons,12,589,1,14.3,,9.25,,,0.841,1265,1304.25,1387.5,0.756818182,1045.25,0.840909091,,,,,1387.5,0.756818182,1304.25,0.840909091,1265.452672,462.5,MN1,MN3,Manufacturing,12,,,,DX Units >= 5.42 Tons,,,0.82336,1355.12,0,MN - HVAC+R Cooling - Prescriptive,HVAC+R Systems - MN,0,462.5,0,0,,0,0,,TRUE,,18550,,1,,,1387.5,,005U0000000HtWKIA0,1.61353E+12,,,1,DX Units >= 5.42 Tons,,0.757,1304.25,0,1,0,Hennepin MN3,2021-02-11,,2021-03-03,OID4474882-0001,Manufacturing
Cool SEER - MN,MN - RTUS < 5.42 tons,,574,1,14,,4.88,,,0.379,185,287.92,1122.4,0.340685197,287.92,0.378539108,,,,,1122.4,,287.92,,184.6892308,244,MN1,MN3,Retail - Strip Mall,,,,,DX Units < 5.42 Tons,,,0.37089,198.18,0,MN - HVAC+R Cooling - Prescriptive,HVAC+R Systems - MN,0,244,0,0,,0,0,,TRUE,,7995,,1,,,1122.4,,005U0000000HtWKIA0,1.61353E+12,,,1,DX Units < 5.42 Tons,,0.341,287.92,0,1,0,Washington MN3,2021-02-12,Cool EER-SEER,2021-03-02,OID4474939-0001,Retail - Strip Mall
Cool SEER - MN,MN - RTUS < 5.42 tons,12.5,754,5,15,,1.48,,,0.932,687,658.6,1702,0.838979186,658.6,0.932199095,,,,,1702,0.838979186,658.6,0.932199095,686.72,370,MN1,MN3,Lodging,12.5,,,,DX Units < 5.42 Tons,,,0.91255,735.94,0,MN - HVAC+R Cooling - Prescriptive,HVAC+R Systems - MN,0,370,0,0,,0,0,,TRUE,,,,5,,,1702,,005U0000000HtWKIA0,1.61353E+12,,,1,DX Units < 5.42 Tons,,0.839,658.6,0,5,0,Hennepin MN3,2020-03-17,Cool EER-SEER,2021-03-08,OID4465106-0001,Lodging
Cool SEER - MN,MN - RTUS < 5.42 tons,12,754,1,20.8,,1,,,0.086,261,263,230,0.077375566,263,0.085972851,,,,,230,0.077375566,263,0.085972851,261,50,MN1,MN3,Lodging,12,,,,DX Units < 5.42 Tons,,,0.08375,279.59,0,MN - HVAC+R Cooling - Prescriptive,HVAC+R Systems - MN,0,50,0,0,,0,0,,TRUE,,,,1,,,230,,005U0000000HtWKIA0,1.61353E+12,,,2,DX Units < 5.42 Tons,,0.077,263,0,1,0,Hennepin MN3,2020-03-17,Cool EER-SEER,2021-03-08,OID4465106-0002,Lodging
Cool EER-SEER,MN - RTUS - 11.25 - 19.99 tons,12.1,651,1,15,,12,,,1.433,2273,2124,1680,1.289256198,1644,1.432506887,,,,,1680,1.289256198,2124,1.432506887,2272.581818,600,MN1,MN3,Office-Mid Rise (25k-250k SF 3-8 Story),12.1,,,,DX Units >= 5.42 Tons,,,1.402,2434.92,0,MN - HVAC+R Cooling - Prescriptive,HVAC+R Systems - MN,0,600,0,0,,0,0,,TRUE,,,,1,,,1680,,005U0000000HtWKIA0,1.61319E+12,,,1,DX Units >= 5.42 Tons,,1.289,2124,0,1,0,Olmsted MN3,2021-02-11,,2021-02-11,OID4472618-0001,Office-Mid Rise (25k-250k SF 3-8 Story)
Cool EER-SEER,MN - RTUS - 5.42 - 11.24 tons,12.6,651,1,15,,7.42,,,1.028,1311,1380.12,1113,0.925090909,994.28,1.027878788,,,,,1113,0.925090909,1380.12,1.027878788,1311.114,371,MN1,MN3,Office-Mid Rise (25k-250k SF 3-8 Story),12.6,,,,DX Units >= 5.42 Tons,,,1.00609,1404.39,0,MN - HVAC+R Cooling - Prescriptive,HVAC+R Systems - MN,0,371,0,0,,0,0,,TRUE,,,,1,,,1113,,005U0000000HtWKIA0,1.61319E+12,,,2,DX Units >= 5.42 Tons,,0.925,1380.12,0,1,0,Olmsted MN3,2021-02-11,,2021-02-11,OID4472618-0002,Office-Mid Rise (25k-250k SF 3-8 Story)
Cool EER-SEER,MN - RTUS - 5.42 - 11.24 tons,12,574,2,13,,7.42,,,1.349,1264,1513.68,5639.2,1.214181818,1098.16,1.349090909,,,,,5639.2,1.214181818,1513.68,1.349090909,1263.683077,742,MN1,MN3,Retail - Strip Mall,12,,,,DX Units >= 5.42 Tons,,,1.32043,1354.04,0,MN - HVAC+R Cooling - Prescriptive,HVAC+R Systems - MN,0,742,0,0,,0,0,,TRUE,,9068,,2,,,5639.2,,005U0000000Krt0IAC,1.6135E+12,,,1,DX Units >= 5.42 Tons,,1.214,1513.68,0,2,0,Washington MN3,2020-12-08,,2021-03-05,OID4472867-0001,Retail - Strip Mall
Cool SEER - MN,MN - RTUS < 5.42 tons,13,408,2,16,,4,,,1.303,565,952,1840,1.172850679,952,1.303167421,,,,,1840,1.172850679,952,1.303167421,564.9230769,400,MN1,MN3,Education - Primary,13,,,,DX Units < 5.42 Tons,,,1.27583,605.25,0,MN - HVAC+R Cooling - Prescriptive,HVAC+R Systems - MN,0,400,0,0,,0,0,,FALSE,,5000,,2,,,1840,,005U0000000HtWKIA0,1.61319E+12,,,1,DX Units < 5.42 Tons,,1.173,952,0,2,0,Ramsey MN3,2020-08-31,Cool EER-SEER,2021-03-01,OID4472703-0001,Education - Primary
Cool SEER - MN,MN - RTUS < 5.42 tons,11.2,446,1,14,,4.96,,,0.072,146,292.64,1140.8,0.064925663,292.64,0.072139625,,,,,1140.8,0.064925663,292.64,0.072139625,145.8567033,248,MN1,MN3,Office-Low Rise (<25k SF 1-2 Story),11.2,,,,DX Units < 5.42 Tons,,,0.0707,156.4,0,MN - HVAC+R Cooling - Prescriptive,HVAC+R Systems - MN,0,248,0,0,,0,0,,FALSE,,4027.65,,1,,,1140.8,,005U0000000IUR7IAO,1.61351E+12,,,1,DX Units < 5.42 Tons,,0.065,292.64,0,1,0,Hennepin MN3,2020-10-27,Cool EER-SEER,2021-02-16,OID4472725-0001,Office-Low Rise (<25k SF 1-2 Story)
Cool SEER - MN,MN - RTUS < 5.42 tons,11.2,446,1,14,,4.96,,,0.072,146,292.64,1140.8,0.064925663,292.64,0.072139625,,,,,1140.8,0.064925663,292.64,0.072139625,145.8567033,248,MN1,MN3,Office-Low Rise (<25k SF 1-2 Story),11.2,,,,DX Units < 5.42 Tons,,,0.0707,156.4,0,MN - HVAC+R Cooling - Prescriptive,HVAC+R Systems - MN,0,248,0,0,,0,0,,FALSE,,4027.65,,1,,,1140.8,,005U0000000HtWKIA0,1.61362E+12,,,1,DX Units < 5.42 Tons,,0.065,292.64,0,1,0,Hennepin MN3,2020-10-27,Cool EER-SEER,2021-03-03,OID4475473-0001,Office-Low Rise (<25k SF 1-2 Story)
Cool EER-SEER,MN - RTUS - 20 - 63.33 tons,11.9,563,1,13.5,,21.62,,,4.672,3934,2918.7,4086.18,4.204609844,2053.9,4.671788715,,,,,4086.18,4.204609844,2918.7,4.671788715,3934.403232,1081,MN1,MN3,Education - Secondary,11.9,,,,DX Units >= 5.42 Tons,,,4.52151,4211.99,0,MN - HVAC+R Cooling - Prescriptive,HVAC+R Systems - MN,0,1081,0,0,,0,0,,FALSE,,43160,,1,,,4086.18,,005U0000000HtWKIA0,1.61293E+12,,,1,DX Units >= 5.42 Tons,,4.205,2918.7,0,1,0,Hennepin MN3,2020-10-15,,2021-02-26,OID4445090-0001,Education - Secondary
Cool SEER - MN,MN - RTUS < 5.42 tons,,409,1,14,,4.88,,,0.379,132,287.92,1122.4,0.340685197,287.92,0.378539108,,,,,1122.4,,287.92,,131.5991209,244,MN1,MN3,Warehouse,,,,,DX Units < 5.42 Tons,,,0.36667,141.33,0,MN - HVAC+R Cooling - Prescriptive,HVAC+R Systems - MN,0,244,0,0,,0,0,,FALSE,,,,1,,,1122.4,,005U0000000HtWKIA0,1.61293E+12,,,1,DX Units < 5.42 Tons,,0.341,287.92,0,1,0,Dakota MN3,2021-02-08,Cool EER-SEER,2021-02-08,OID4468272-0001,Warehouse
Cool SEER - MN,MN - RTUS < 5.42 tons,,409,1,17.1,,5,,,1.302,453,760,1150,1.171707549,760,1.301897277,,,,,1150,,760,,452.6045884,250,MN1,MN3,Warehouse,,,,,DX Units < 5.42 Tons,,,1.26022,485.01,0,MN - HVAC+R Cooling - Prescriptive,HVAC+R Systems - MN,0,250,0,0,,0,0,,FALSE,,,,1,,,1150,,005U0000000HtWKIA0,1.61293E+12,,,2,DX Units < 5.42 Tons,,1.172,760,0,1,0,Dakota MN3,2021-02-08,Cool EER-SEER,2021-02-08,OID4468272-0002,Warehouse
Cool EER-SEER,MN - RTUS - 5.42 - 11.24 tons,12,574,1,13.8,,7.42,,,0.675,860,934.92,1113,0.607090909,727.16,0.674545455,,,,,1113,0.607090909,934.92,0.674545455,859.7521739,371,MN1,MN3,Retail - Strip Mall,12,,,,DX Units >= 5.42 Tons,,,0.66021,921.26,0,MN - HVAC+R Cooling - Prescriptive,HVAC+R Systems - MN,0,371,0,0,,0,0,,TRUE,,11450,,1,,,1113,,005U0000000Krt0IAC,1.61469E+12,,,1,DX Units >= 5.42 Tons,,0.607,934.92,0,1,0,Ramsey MN3,2021-01-31,,2021-08-05,OID4466815-0001,Retail - Strip Mall
Cool EER-SEER,MN - RTUS - 5.42 - 11.24 tons,12,409,1,12,,9.25,,,0.841,270,666,1387.5,0.756818182,407,0.840909091,,,,,1387.5,0.756818182,666,0.840909091,270.2321429,462.5,MN1,MN3,Warehouse,12,,,,DX Units >= 5.42 Tons,,,0.82336,289.23,0,MN - HVAC+R Cooling - Prescriptive,HVAC+R Systems - MN,0,462.5,0,0,,0,0,,TRUE,,,,1,,,1387.5,,005U0000000HtWKIA0,1.61267E+12,,,1,DX Units >= 5.42 Tons,,0.757,666,0,1,0,Hennepin MN3,2021-02-05,,2021-05-04,OID4466617-0001,Warehouse
Cool SEER - MN,MN - RTUS < 5.42 tons,11.5,446,1,14,,2.87,,,0.122,84,169.33,660.1,0.109763525,169.33,0.121959473,,,,,660.1,0.109763525,169.33,0.121959473,84.39692308,143.5,MN1,MN3,Office-Low Rise (<25k SF 1-2 Story),11.5,,,,DX Units < 5.42 Tons,,,0.11964,89.98,0,MN - HVAC+R Cooling - Prescriptive,HVAC+R Systems - MN,0,143.5,0,0,,0,0,,TRUE,,11450,,1,,,660.1,,005U0000000Krt0IAC,1.61314E+12,,,2,DX Units < 5.42 Tons,,0.11,169.33,0,1,0,Ramsey MN3,2021-01-31,Cool EER-SEER,2021-08-05,OID4466815-0002,Office-Low Rise (<25k SF 1-2 Story)
Cool SEER - MN,MN - RTUS < 5.42 tons,,574,2,14,,4.87,,,0.756,369,574.66,2240.2,0.679974144,574.66,0.755526826,,,,,2240.2,,574.66,,368.6215385,487,MN1,MN3,Retail - Strip Mall,,,,,DX Units < 5.42 Tons,,,0.73961,395.29,0,MN - HVAC+R Cooling - Prescriptive,HVAC+R Systems - MN,0,487,0,0,,0,0,,TRUE,,8883.5,,2,,,2240.2,,005U0000000HtWKIA0,1.61267E+12,,,1,DX Units < 5.42 Tons,,0.68,574.66,0,2,0,Hennepin MN3,2020-12-02,Cool EER-SEER,2021-05-05,OID4467085-0001,Retail - Strip Mall
Cool SEER - MN,MN - RTUS < 5.42 tons,11.5,574,1,14,,2.86,,,0.122,108,168.74,657.8,0.109381074,168.74,0.121534527,,,,,657.8,0.109381074,168.74,0.121534527,108.24,143,MN1,MN3,Retail - Strip Mall,11.5,,,,DX Units < 5.42 Tons,,,0.11856,115.69,0,MN - HVAC+R Cooling - Prescriptive,HVAC+R Systems - MN,0,143,0,0,,0,0,,TRUE,,7071,,1,,,657.8,,005U0000000Krt0IAC,1.61314E+12,,,1,DX Units < 5.42 Tons,,0.109,168.74,0,1,0,Hennepin MN3,2020-12-16,Cool EER-SEER,2021-03-02,OID4466944-0001,Retail - Strip Mall
Cool SEER - MN,MN - RTUS < 5.42 tons,11.6,574,1,14,,3.92,,,0.202,148,231.28,901.6,0.181657045,231.28,0.201841161,,,,,901.6,0.181657045,231.28,0.201841161,148.3569231,196,MN1,MN3,Retail - Strip Mall,11.6,,,,DX Units < 5.42 Tons,,,0.19796,158.54,0,MN - HVAC+R Cooling - Prescriptive,HVAC+R Systems - MN,0,196,0,0,,0,0,,TRUE,,10606,,1,,,901.6,,005U0000000Krt0IAC,1.61314E+12,,,2,DX Units < 5.42 Tons,,0.182,231.28,0,1,0,Hennepin MN3,2020-12-16,Cool EER-SEER,2021-03-02,OID4466944-0002,Retail - Strip Mall
Cool SEER - MN,MN - RTUS < 5.42 tons,,409,2,16.1,,2.93,,,1.225,426,714.92,1347.8,1.102795312,714.92,1.225328125,,,,,1347.8,,714.92,,425.9853225,293,MN1,MN3,Warehouse,,,,,DX Units < 5.42 Tons,,,1.1997,456.35,0,MN - HVAC+R Cooling - Prescriptive,HVAC+R Systems - MN,0,293,0,0,,0,0,,TRUE,,,,2,,,1347.8,,005U0000000HtWKIA0,1.61267E+12,,,2,DX Units < 5.42 Tons,,1.103,714.92,0,2,0,Hennepin MN3,2021-02-05,Cool EER-SEER,2021-05-04,OID4466617-0002,Warehouse
Cool SEER - MN,MN - RTUS < 5.42 tons,11.2,446,1,14,,3.96,,,0.058,116,233.64,910.8,0.051835811,233.64,0.057595346,,,,,910.8,0.051835811,233.64,0.057595346,116.4501099,198,MN1,MN3,Office-Low Rise (<25k SF 1-2 Story),11.2,,,,DX Units < 5.42 Tons,,,0.05656,124.26,0,MN - HVAC+R Cooling - Prescriptive,HVAC+R Systems - MN,0,198,0,0,,0,0,,TRUE,,,,1,,,910.8,,005U0000000Krt0IAC,1.61315E+12,,,1,DX Units < 5.42 Tons,,0.052,233.64,0,1,0,Ramsey MN3,2020-12-01,Cool EER-SEER,2021-03-02,OID4467190-0001,Office-Low Rise (<25k SF 1-2 Story)
Cool SEER - MN,MN - RTUS < 5.42 tons,12,574,1,16,,3.92,,,0.337,389,466.48,901.6,0.303312217,466.48,0.337013575,,,,,901.6,0.303312217,466.48,0.337013575,389.4369231,196,MN1,MN3,Retail - Strip Mall,12,,,,DX Units < 5.42 Tons,,,0.32956,416.71,0,MN - HVAC+R Cooling - Prescriptive,HVAC+R Systems - MN,0,196,0,0,,0,0,,TRUE,,,,1,,,901.6,,005U0000000HtWKIA0,1.61327E+12,,,1,DX Units < 5.42 Tons,,0.303,466.48,0,1,0,Hennepin MN3,2021-02-03,Cool EER-SEER,2021-03-02,OID4467196-0001,Retail - Strip Mall
