,AHRI Certified Reference Number,Model Status,Manufacturer,Model Number,Indoor Unit Model Number,AHRI Type,unit cooling BTUH,Equipment EER,Equipment SEER/IEER,Full Load Indoor Coil Air Quantity (scfm)
39,8235438,Active,carrier corporation,"50P2F030******(2,3)**(2,4)*",,SP-A,330000.0,10.3,11.9,9000.0
40,8235439,Active,carrier corporation,"50P2T030******(2,3)**(2,4)*",,SP-A,330000.0,10.3,11.9,9000.0
41,8235440,Active,carrier corporation,"50P22030******(2,3)**(2,4)*",,SP-A,330000.0,10.3,11.9,9000.0
42,8235441,Active,carrier corporation,"50P25030******(2,3)**(2,4)*",,SP-A,330000.0,10.3,11.9,9000.0
43,8235447,Active,carrier corporation,"50P2C030******(2,3)**(2,4)*",,SP-A,330000.0,10.3,11.9,9000.0
44,8235448,Active,carrier corporation,"50P2G030******(2,3)**(2,4)*",,SP-A,330000.0,10.3,11.9,9000.0
45,8235449,Active,carrier corporation,"50P2V030******(2,3)**(2,4)*",,SP-A,330000.0,10.3,11.9,9000.0
46,8235450,Active,carrier corporation,"50P23030******(2,3)**(2,4)*",,SP-A,330000.0,10.3,11.9,9000.0
47,8235451,Active,carrier corporation,"50P26030******(2,3)**(2,4)*",,SP-A,330000.0,10.3,11.9,9000.0
48,8235456,Active,carrier corporation,"50P2H030******(2,3)**(2,4)*",,SP-A,330000.0,10.2,11.9,9000.0
49,8235457,Active,carrier corporation,"50P2J030******(2,3)**(2,4)*",,SP-A,330000.0,10.2,11.9,9000.0
50,8235458,Active,carrier corporation,"50P2P030******(2,3)**(2,4)*",,SP-A,330000.0,10.2,11.9,9000.0
51,8235459,Active,carrier corporation,"50P2Y030******(2,3)**(2,4)*",,SP-A,330000.0,10.2,11.9,9000.0
52,8235464,Active,carrier corporation,"50P5-030******(2,3)**(2,4)*",,SP-A,334000.0,10.4,11.8,9000.0
53,8235469,Active,carrier corporation,"50P4*070******(2,3)**(1,3)*",,SP-A,720000.0,10.2,13.2,21000.0
54,8235472,Active,carrier corporation,"50P5*070******(2,3)**(1,3)*",,SP-A,720000.0,10.2,13.0,21000.0
55,8235478,Active,carrier corporation,"50P5*060******(2,3)**(1,3)*",,SP-A,635000.0,10.0,12.6,15000.0
56,8235479,Active,carrier corporation,"50P5*060******(2,3)**(2,4)*",,SP-A,660000.0,10.0,12.2,15000.0
57,8235482,Active,carrier corporation,"50P5*055******(2,3)**(1,3)*",,SP-A,585000.0,10.3,12.8,16500.0
58,8235483,Active,carrier corporation,"50P5*055******(2,3)**(2,4)*",,SP-A,600000.0,10.4,12.8,16500.0
59,8235487,Active,carrier corporation,"50P4*060******(2,3)**(1,3)*",,SP-A,635000.0,10.0,12.3,15000.0
60,8235489,Active,carrier corporation,"50P4*060******(2,3)**(2,4)*",,SP-A,660000.0,10.0,12.1,15000.0
61,8235493,Active,carrier corporation,"50P4*055******(2,3)**(1,3)*",,SP-A,585000.0,10.3,12.6,16500.0
62,8235495,Active,carrier corporation,"50P4*055******(2,3)**(2,4)*",,SP-A,600000.0,10.4,12.5,16500.0
63,8235501,Active,carrier corporation,"50P4*050******(2,3)**(1,3)*",,SP-A,545000.0,10.0,12.6,15000.0
64,8235503,Active,carrier corporation,"50P4*050******(2,3)**(2,4)*",,SP-A,570000.0,10.0,12.8,15000.0
65,8235508,Active,carrier corporation,"50P5*050******(2,3)**(1,3)*",,SP-A,545000.0,10.0,13.0,15000.0
66,8235509,Active,carrier corporation,"50P5*050******(2,3)**(2,4)*",,SP-A,570000.0,10.0,13.1,15000.0
67,8235510,Active,carrier corporation,"50P5*070******(2,3)**(2,4)*",,SP-A,740000.0,10.2,12.7,21000.0
68,8235524,Active,carrier corporation,"50P2H040******(2,3)**(1,3)*",,SP-A,410000.0,10.3,11.6,12000.0
69,8235525,Active,carrier corporation,"50P2J040******(2,3)**(1,3)*",,SP-A,410000.0,10.3,11.6,12000.0
70,8235526,Active,carrier corporation,"50P2P040******(2,3)**(1,3)*",,SP-A,410000.0,10.3,11.6,12000.0
71,8235527,Active,carrier corporation,"50P2Y040******(2,3)**(1,3)*",,SP-A,410000.0,10.3,11.6,12000.0
72,8235528,Active,carrier corporation,"50P5-040******(2,3)**(1,3)*",,SP-A,415000.0,10.2,12.2,12000.0
73,8235532,Active,carrier corporation,"50P3H040******(2,3)**(1,3)*",,SP-A,410000.0,10.3,11.6,12000.0
74,8235533,Active,carrier corporation,"50P3J040******(2,3)**(1,3)*",,SP-A,410000.0,10.3,12.3,12000.0
75,8235534,Active,carrier corporation,"50P3P040******(2,3)**(1,3)*",,SP-A,410000.0,10.3,12.3,12000.0
76,8235535,Active,carrier corporation,"50P3Y040******(2,3)**(1,3)*",,SP-A,410000.0,10.3,12.3,12000.0
77,8235548,Active,carrier corporation,"50P2H040******(2,3)**(2,4)*",,SP-A,440000.0,10.6,12.7,12000.0
78,8235549,Active,carrier corporation,"50P2J040******(2,3)**(2,4)*",,SP-A,440000.0,10.6,12.7,12000.0
79,8235550,Active,carrier corporation,"50P2P040******(2,3)**(2,4)*",,SP-A,440000.0,10.6,12.7,12000.0
80,8235551,Active,carrier corporation,"50P2Y040******(2,3)**(2,4)*",,SP-A,440000.0,10.6,12.7,12000.0
81,8235552,Active,carrier corporation,"50P5-040******(2,3)**(2,4)*",,SP-A,440000.0,10.6,12.6,12000.0
82,8235556,Active,carrier corporation,"50P3H040******(2,3)**(2,4)*",,SP-A,440000.0,10.6,12.9,12000.0
83,8235557,Active,carrier corporation,"50P3J040******(2,3)**(2,4)*",,SP-A,440000.0,10.6,12.6,12000.0
84,8235558,Active,carrier corporation,"50P3P040******(2,3)**(2,4)*",,SP-A,440000.0,10.6,12.6,12000.0
85,8235559,Active,carrier corporation,"50P3Y040******(2,3)**(2,4)*",,SP-A,440000.0,10.6,12.6,12000.0
86,8235561,Active,carrier corporation,"50P4*070******(2,3)**(2,4)*",,SP-A,740000.0,10.2,12.6,21000.0
87,8235564,Active,carrier corporation,"50P3A030******(2,3)**(1,3)*",,SP-A,322000.0,10.0,11.9,9000.0
88,8235565,Active,carrier corporation,"50P3E030******(2,3)**(1,3)*",,SP-A,322000.0,10.0,11.9,9000.0
89,8235566,Active,carrier corporation,"50P3S030******(2,3)**(1,3)*",,SP-A,322000.0,10.0,11.9,9000.0
90,8235567,Active,carrier corporation,"50P3Z030******(2,3)**(1,3)*",,SP-A,322000.0,10.0,11.9,9000.0
91,8235568,Active,carrier corporation,"50P34030******(2,3)**(1,3)*",,SP-A,322000.0,10.0,11.9,9000.0
92,8235569,Active,carrier corporation,"50P3B030******(2,3)**(1,3)*",,SP-A,322000.0,10.0,11.9,9000.0
93,8235570,Active,carrier corporation,"50P3F030******(2,3)**(1,3)*",,SP-A,322000.0,10.0,11.9,9000.0
94,8235571,Active,carrier corporation,"50P3T030******(2,3)**(1,3)*",,SP-A,322000.0,10.0,11.9,9000.0
95,8235572,Active,carrier corporation,"50P32030******(2,3)**(1,3)*",,SP-A,322000.0,10.0,11.9,9000.0
96,8235573,Active,carrier corporation,"50P35030******(2,3)**(1,3)*",,SP-A,322000.0,10.0,11.9,9000.0
97,8235574,Active,carrier corporation,"50P3C030******(2,3)**(1,3)*",,SP-A,322000.0,10.0,11.9,9000.0
98,8235575,Active,carrier corporation,"50P3G030******(2,3)**(1,3)*",,SP-A,322000.0,10.0,11.9,9000.0
99,8235576,Active,carrier corporation,"50P3V030******(2,3)**(1,3)*",,SP-A,322000.0,10.0,11.9,9000.0
100,8235577,Active,carrier corporation,"50P33030******(2,3)**(1,3)*",,SP-A,322000.0,10.0,11.9,9000.0
101,8235578,Active,carrier corporation,"50P36030******(2,3)**(1,3)*",,SP-A,322000.0,10.0,11.9,9000.0
102,8235579,Active,carrier corporation,"50P3H030******(2,3)**(1,3)*",,SP-A,322000.0,10.2,12.0,9000.0
103,8235580,Active,carrier corporation,"50P3J030******(2,3)**(1,3)*",,SP-A,320000.0,10.2,12.0,9000.0
104,8235581,Active,carrier corporation,"50P3P030******(2,3)**(1,3)*",,SP-A,320000.0,10.2,12.0,9000.0
105,8235582,Active,carrier corporation,"50P3Y030******(2,3)**(1,3)*",,SP-A,320000.0,10.2,12.0,9000.0
106,8235583,Active,carrier corporation,"50P3A030******(2,3)**(2,4)*",,SP-A,330000.0,10.3,12.1,9000.0
107,8235584,Active,carrier corporation,"50P3E030******(2,3)**(2,4)*",,SP-A,330000.0,10.3,12.1,9000.0
108,8235585,Active,carrier corporation,"50P3S030******(2,3)**(2,4)*",,SP-A,330000.0,10.3,12.1,9000.0
109,8235586,Active,carrier corporation,"50P3Z030******(2,3)**(2,4)*",,SP-A,330000.0,10.3,12.1,9000.0
110,8235587,Active,carrier corporation,"50P34030******(2,3)**(2,4)*",,SP-A,330000.0,10.3,12.1,9000.0
111,8235588,Active,carrier corporation,"50P3B030******(2,3)**(2,4)*",,SP-A,330000.0,10.3,12.1,9000.0
112,8235589,Active,carrier corporation,"50P3F030******(2,3)**(2,4)*",,SP-A,330000.0,10.3,12.1,9000.0
113,8235590,Active,carrier corporation,"50P3T030******(2,3)**(2,4)*",,SP-A,330000.0,10.3,12.1,9000.0
114,8235591,Active,carrier corporation,"50P32030******(2,3)**(2,4)*",,SP-A,330000.0,10.3,12.1,9000.0
115,8235592,Active,carrier corporation,"50P35030******(2,3)**(2,4)*",,SP-A,330000.0,10.3,12.1,9000.0
116,8235593,Active,carrier corporation,"50P3C030******(2,3)**(2,4)*",,SP-A,330000.0,10.3,12.1,9000.0
117,8235594,Active,carrier corporation,"50P3G030******(2,3)**(2,4)*",,SP-A,330000.0,10.3,12.1,9000.0
118,8235595,Active,carrier corporation,"50P3V030******(2,3)**(2,4)*",,SP-A,330000.0,10.3,12.1,9000.0
119,8235596,Active,carrier corporation,"50P33030******(2,3)**(2,4)*",,SP-A,330000.0,10.3,12.1,9000.0
120,8235597,Active,carrier corporation,"50P36030******(2,3)**(2,4)*",,SP-A,330000.0,10.3,12.1,9000.0
121,8235598,Active,carrier corporation,"50P3H030******(2,3)**(2,4)*",,SP-A,330000.0,10.2,12.4,9000.0
122,8235599,Active,carrier corporation,"50P3J030******(2,3)**(2,4)*",,SP-A,330000.0,10.2,12.4,9000.0
123,8235600,Active,carrier corporation,"50P3P030******(2,3)**(2,4)*",,SP-A,330000.0,10.2,12.4,9000.0
124,8235601,Active,carrier corporation,"50P3Y030******(2,3)**(2,4)*",,SP-A,330000.0,10.2,12.4,9000.0
125,8236253,Active,carrier corporation,"48HC**28*(1,2,3)*1****(G,H,J)*",,SPY-A,282000.0,11.2,12.5,8125.0
126,8236255,Active,carrier corporation,"48HC**28*(1,2,3)*5****(G,H,J)*",,SPY-A,282000.0,11.2,12.5,8125.0
127,8236257,Active,carrier corporation,"48HC**28*(1,2,3)*6****(G,H,J)*",,SPY-A,282000.0,11.2,12.5,8125.0
128,8236259,Active,carrier corporation,"48HC**28*(5,6,7)*1****(G,H,J)*",,SPY-A,282000.0,10.5,12.1,8125.0
129,8236263,Active,carrier corporation,"48HC**28*(5,6,7)*6****(G,H,J)*",,SPY-A,282000.0,10.5,12.1,8125.0
130,8236265,Active,carrier corporation,"48HC**17*(1,2,3)*1****(G,H,J)*",,SPY-A,174000.0,12.0,13.5,4900.0
131,8236267,Active,carrier corporation,"48HC**17*(1,2,3)*5****(G,H,J)*",,SPY-A,174000.0,12.0,13.5,4900.0
132,8236269,Active,carrier corporation,"48HC**17*(1,2,3)*6****(G,H,J)*",,SPY-A,174000.0,12.0,13.5,4900.0
133,8236271,Active,carrier corporation,"48HC**17*(5,6,7)*1****(G,H,J)*",,SPY-A,174000.0,11.5,13.0,4900.0
134,8236273,Active,carrier corporation,"48HC**17*(5,6,7)*5****(G,H,J)*",,SPY-A,174000.0,11.5,13.0,4900.0
135,8236275,Active,carrier corporation,"48HC**17*(5,6,7)*6****(G,H,J)*",,SPY-A,174000.0,11.5,13.0,4900.0
136,8236277,Active,carrier corporation,"48HC**20*(1,2,C)*1****(A,B,C)*",,SPY-A,202000.0,12.0,13.0,5700.0
137,8236278,Active,carrier corporation,"48HC**20*(1,2,C)*1****(D,E,F)*",,SPY-A,202000.0,12.0,13.0,5700.0
138,8236279,Active,carrier corporation,"48HC**20*(1,2,C)*5****(A,B,C)*",,SPY-A,202000.0,12.0,13.0,5700.0
139,8236280,Active,carrier corporation,"48HC**20*(1,2,C)*5****(D,E,F)*",,SPY-A,202000.0,12.0,13.0,5700.0
140,8236281,Active,carrier corporation,"48HC**20*(1,2,C)*6****(A,B,C)*",,SPY-A,202000.0,12.0,13.0,5700.0
141,8236282,Active,carrier corporation,"48HC**20*(1,2,C)*6****(D,E,F)*",,SPY-A,202000.0,12.0,13.0,5700.0
142,8236289,Active,carrier corporation,"48HC**20*(1,2,3)*1****(G,H,J)*",,SPY-A,202000.0,12.0,13.6,5700.0
143,8236291,Active,carrier corporation,"48HC**20*(1,2,3)*5****(G,H,J)*",,SPY-A,202000.0,12.0,13.6,5700.0
144,8236293,Active,carrier corporation,"48HC**20*(1,2,3)*6****(G,H,J)*",,SPY-A,202000.0,12.0,13.6,5700.0
145,8236295,Active,carrier corporation,"48HC**20*(5,6,7)*1****(G,H,J)*",,SPY-A,202000.0,11.3,13.2,5700.0
146,8236297,Active,carrier corporation,"48HC**20*(5,6,7)*5****(G,H,J)*",,SPY-A,202000.0,11.3,13.2,5700.0
147,8236299,Active,carrier corporation,"48HC**20*(5,6,7)*6****(G,H,J)*",,SPY-A,202000.0,11.3,13.2,5700.0
148,8236301,Active,carrier corporation,"48HC**24*(1,B,C)*1****(A,B,C)*",,SPY-A,232000.0,12.0,13.2,6500.0
149,8236303,Active,carrier corporation,"48HC**24*(1,B,C)*5****(A,B,C)*",,SPY-A,232000.0,12.0,13.2,6500.0
150,8236305,Active,carrier corporation,"48HC**24*(1,B,C)*6****(A,B,C)*",,SPY-A,232000.0,12.0,13.2,6500.0
151,8236309,Active,carrier corporation,"48HC**24*(5,F,G)*5****(A,B,C)*",,SPY-A,232000.0,11.4,12.0,6500.0
152,8236313,Active,carrier corporation,"48HC**24*(1,2,3)*1****(G,H,J)*",,SPY-A,232000.0,12.0,13.8,6500.0
153,8236315,Active,carrier corporation,"48HC**24*(1,2,3)*5****(G,H,J)*",,SPY-A,232000.0,12.0,13.8,6500.0
154,8236317,Active,carrier corporation,"48HC**24*(1,2,3)*6****(G,H,J)*",,SPY-A,232000.0,12.0,13.8,6500.0
155,8236319,Active,carrier corporation,"48HC**24*(5,6,7)*1****(G,H,J)*",,SPY-A,232000.0,11.4,13.0,6500.0
156,8236323,Active,carrier corporation,"48HC**24*(5,6,7)*6****(G,H,J)*",,SPY-A,232000.0,11.4,13.0,6500.0
157,8236325,Active,carrier corporation,"48HC**28*(1,B,C)*1****(A,B,C)*",,SPY-A,282000.0,11.2,12.0,8125.0
158,8236327,Active,carrier corporation,"48HC**28*(1,B,C)*5****(A,B,C)*",,SPY-A,282000.0,11.2,12.0,8125.0
159,8236329,Active,carrier corporation,"48HC**28*(1,B,C)*6****(A,B,C)*",,SPY-A,282000.0,11.2,12.0,8125.0
160,8236333,Active,carrier corporation,"48HC**28*(5,F,G)*5****(A,B,C)*",,SPY-A,282000.0,10.5,10.6,8125.0
161,8236337,Active,carrier corporation,"48HC**17*(1,2,3)*1****(A,B,C)*",,SPY-A,174000.0,12.0,13.0,4900.0
162,8236339,Active,carrier corporation,"48HC**17*(1,2,3)*5****(A,B,C)*",,SPY-A,174000.0,12.0,13.0,4900.0
163,8236341,Active,carrier corporation,"48HC**17*(1,2,3)*6****(A,B,C)*",,SPY-A,174000.0,12.0,13.0,4900.0
164,8236343,Active,carrier corporation,"48HC**17*(5,6,7)*1****(A,B,C)*",,SPY-A,174000.0,11.5,12.2,4900.0
165,8236345,Active,carrier corporation,"48HC**17*(5,6,7)*5****(A,B,C)*",,SPY-A,174000.0,11.5,12.2,4900.0
166,8236347,Active,carrier corporation,"48HC**17*(5,6,7)*6****(A,B,C)*",,SPY-A,174000.0,11.5,12.2,4900.0
167,8236349,Active,carrier corporation,"50HC**28*(1,2,3)*1****(G,H,J)*",,SP-A,282000.0,11.4,12.7,8125.0
168,8236350,Active,carrier corporation,"50HC**28*(1,2,3)*1****(K,L,M)*",,SP-A,282000.0,11.4,12.7,8125.0
169,8236351,Active,carrier corporation,"50HC**28*(1,2,3)*5****(G,H,J)*",,SP-A,282000.0,11.4,12.7,8125.0
170,8236352,Active,carrier corporation,"50HC**28*(1,2,3)*5****(K,L,M)*",,SP-A,282000.0,11.4,12.7,8125.0
171,8236353,Active,carrier corporation,"50HC**28*(1,2,3)*6****(G,H,J)*",,SP-A,282000.0,11.4,12.7,8125.0
172,8236354,Active,carrier corporation,"50HC**28*(1,2,3)*6****(K,L,M)*",,SP-A,282000.0,11.4,12.7,8125.0
173,8236355,Active,carrier corporation,"50HC-*28*(5,6,7)*1****(G,H,J)*",,SP-A,282000.0,10.9,12.4,8125.0
174,8236356,Active,carrier corporation,"50HC-*28*(5,6,7)*1****(K,L,M)*",,SP-A,282000.0,10.9,12.4,8125.0
175,8236358,Active,carrier corporation,"50HC-*28*(5,6,7)*5****(K,L,M)*",,SP-A,282000.0,10.9,12.4,8125.0
176,8236359,Active,carrier corporation,"50HC-*28*(5,6,7)*6****(G,H,J)*",,SP-A,282000.0,10.9,12.4,8125.0
177,8236360,Active,carrier corporation,"50HC-*28*(5,6,7)*6****(K,L,M)*",,SP-A,282000.0,10.9,12.4,8125.0
178,8236361,Active,carrier corporation,"50HCA*28*(5,6,7)*1****(G,H,J)*",,SP-A,282000.0,10.9,12.3,8125.0
179,8236362,Active,carrier corporation,"50HCA*28*(5,6,7)*1****(K,L,M)*",,SP-A,282000.0,10.9,12.3,8125.0
180,8236364,Active,carrier corporation,"50HCA*28*(5,6,7)*5****(K,L,M)*",,SP-A,282000.0,10.9,12.3,8125.0
181,8236365,Active,carrier corporation,"50HCA*28*(5,6,7)*6****(G,H,J)*",,SP-A,282000.0,10.9,12.3,8125.0
182,8236366,Active,carrier corporation,"50HCA*28*(5,6,7)*6****(K,L,M)*",,SP-A,282000.0,10.9,12.3,8125.0
183,8236367,Active,carrier corporation,"50HCB*28*(5,6,7)*1****(G,H,J)*",,SP-A,282000.0,10.8,12.2,8125.0
184,8236368,Active,carrier corporation,"50HCB*28*(5,6,7)*1****(K,L,M)*",,SP-A,282000.0,10.8,12.2,8125.0
185,8236370,Active,carrier corporation,"50HCB*28*(5,6,7)*5****(K,L,M)*",,SP-A,282000.0,10.8,12.2,8125.0
186,8236371,Active,carrier corporation,"50HCB*28*(5,6,7)*6****(G,H,J)*",,SP-A,282000.0,10.8,12.2,8125.0
187,8236372,Active,carrier corporation,"50HCB*28*(5,6,7)*6****(K,L,M)*",,SP-A,282000.0,10.8,12.2,8125.0
188,8236373,Active,carrier corporation,"50HCC*28*(5,6,7)*1****(G,H,J)*",,SP-A,282000.0,10.6,11.9,8125.0
189,8236374,Active,carrier corporation,"50HCC*28*(5,6,7)*1****(K,L,M)*",,SP-A,282000.0,10.6,11.9,8125.0
190,8236376,Active,carrier corporation,"50HCC*28*(5,6,7)*5****(K,L,M)*",,SP-A,282000.0,10.6,11.9,8125.0
191,8236377,Active,carrier corporation,"50HCC*28*(5,6,7)*6****(G,H,J)*",,SP-A,282000.0,10.6,11.9,8125.0
192,8236378,Active,carrier corporation,"50HCC*28*(5,6,7)*6****(K,L,M)*",,SP-A,282000.0,10.6,11.9,8125.0
193,8236379,Active,carrier corporation,"50HC**17*(1,2,3)*1****(G,H,J)*",,SP-A,174000.0,12.2,13.7,4900.0
194,8236380,Active,carrier corporation,"50HC**17*(1,2,3)*1****(K,L,M)*",,SP-A,174000.0,12.2,13.7,4900.0
195,8236381,Active,carrier corporation,"50HC**17*(1,2,3)*5****(G,H,J)*",,SP-A,174000.0,12.2,13.7,4900.0
196,8236382,Active,carrier corporation,"50HC**17*(1,2,3)*5****(K,L,M)*",,SP-A,174000.0,12.2,13.7,4900.0
197,8236383,Active,carrier corporation,"50HC**17*(1,2,3)*6****(G,H,J)*",,SP-A,174000.0,12.2,13.7,4900.0
198,8236384,Active,carrier corporation,"50HC**17*(1,2,3)*6****(K,L,M)*",,SP-A,174000.0,12.2,13.7,4900.0
199,8236385,Active,carrier corporation,"50HC-*17*(5,6,7)*1****(G,H,J)*",,SP-A,174000.0,11.8,13.4,4900.0
200,8236386,Active,carrier corporation,"50HC-*17*(5,6,7)*1****(K,L,M)*",,SP-A,174000.0,11.8,13.4,4900.0
201,8236387,Active,carrier corporation,"50HC-*17*(5,6,7)*5****(G,H,J)*",,SP-A,174000.0,11.8,13.4,4900.0
202,8236388,Active,carrier corporation,"50HC-*17*(5,6,7)*5****(K,L,M)*",,SP-A,174000.0,11.8,13.4,4900.0
203,8236389,Active,carrier corporation,"50HC-*17*(5,6,7)*6****(G,H,J)*",,SP-A,174000.0,11.8,13.4,4900.0
204,8236390,Active,carrier corporation,"50HC-*17*(5,6,7)*6****(K,L,M)*",,SP-A,174000.0,11.8,13.4,4900.0
205,8236391,Active,carrier corporation,"50HCA*17*(5,6,7)*1****(G,H,J)*",,SP-A,174000.0,11.8,13.4,4900.0
206,8236392,Active,carrier corporation,"50HCA*17*(5,6,7)*1****(K,L,M)*",,SP-A,174000.0,11.8,13.4,4900.0
207,8236393,Active,carrier corporation,"50HCA*17*(5,6,7)*5****(G,H,J)*",,SP-A,174000.0,11.8,13.4,4900.0
208,8236394,Active,carrier corporation,"50HCA*17*(5,6,7)*5****(K,L,M)*",,SP-A,174000.0,11.8,13.4,4900.0
209,8236395,Active,carrier corporation,"50HCA*17*(5,6,7)*6****(G,H,J)*",,SP-A,174000.0,11.8,13.4,4900.0
210,8236396,Active,carrier corporation,"50HCA*17*(5,6,7)*6****(K,L,M)*",,SP-A,174000.0,11.8,13.4,4900.0
211,8236397,Active,carrier corporation,"50HCB*17*(5,6,7)*1****(G,H,J)*",,SP-A,174000.0,11.8,13.4,4900.0
212,8236398,Active,carrier corporation,"50HCB*17*(5,6,7)*1****(K,L,M)*",,SP-A,174000.0,11.8,13.4,4900.0
213,8236399,Active,carrier corporation,"50HCB*17*(5,6,7)*5****(G,H,J)*",,SP-A,174000.0,11.8,13.4,4900.0
214,8236400,Active,carrier corporation,"50HCB*17*(5,6,7)*5****(K,L,M)*",,SP-A,174000.0,11.8,13.4,4900.0
215,8236401,Active,carrier corporation,"50HCB*17*(5,6,7)*6****(G,H,J)*",,SP-A,174000.0,11.8,13.4,4900.0
216,8236402,Active,carrier corporation,"50HCB*17*(5,6,7)*6****(K,L,M)*",,SP-A,174000.0,11.8,13.4,4900.0
217,8236409,Active,carrier corporation,"50HC**20*(1,2,C)*1****(A,B,C)*",,SP-A,202000.0,12.2,13.2,5700.0
218,8236410,Active,carrier corporation,"50HC**20*(1,2,C)*1****(D,E,F)*",,SP-A,202000.0,12.2,13.2,5700.0
219,8236411,Active,carrier corporation,"50HC**20*(1,2,C)*5****(A,B,C)*",,SP-A,202000.0,12.2,13.2,5700.0
220,8236412,Active,carrier corporation,"50HC**20*(1,2,C)*5****(D,E,F)*",,SP-A,202000.0,12.2,13.2,5700.0
221,8236413,Active,carrier corporation,"50HC**20*(1,2,C)*6****(A,B,C)*",,SP-A,202000.0,12.2,13.2,5700.0
222,8236414,Active,carrier corporation,"50HC**20*(1,2,C)*6****(D,E,F)*",,SP-A,202000.0,12.2,13.2,5700.0
223,8236415,Active,carrier corporation,"50HC-*20*(5,6,G)*1****(A,B,C)*",,SP-A,202000.0,11.7,12.4,5700.0
224,8236416,Active,carrier corporation,"50HC-*20*(5,6,G)*1****(D,E,F)*",,SP-A,202000.0,11.7,12.4,5700.0
225,8236417,Active,carrier corporation,"50HC-*20*(5,6,G)*5****(A,B,C)*",,SP-A,202000.0,11.7,12.4,5700.0
226,8236418,Active,carrier corporation,"50HC-*20*(5,6,G)*5****(D,E,F)*",,SP-A,202000.0,11.7,12.4,5700.0
227,8236419,Active,carrier corporation,"50HC-*20*(5,6,G)*6****(A,B,C)*",,SP-A,202000.0,11.7,12.4,5700.0
228,8236420,Active,carrier corporation,"50HC-*20*(5,6,G)*6****(D,E,F)*",,SP-A,202000.0,11.7,12.4,5700.0
229,8236435,Active,carrier corporation,"50HCC*20*(5,6,G)*5****(A,B,C)*",,SP-A,202000.0,11.3,11.5,5700.0
230,8236439,Active,carrier corporation,"50HC**20*(1,2,3)*1****(G,H,J)*",,SP-A,202000.0,12.2,13.8,5700.0
231,8236440,Active,carrier corporation,"50HC**20*(1,2,3)*1****(K,L,M)*",,SP-A,202000.0,12.2,13.8,5700.0
232,8236441,Active,carrier corporation,"50HC**20*(1,2,3)*5****(G,H,J)*",,SP-A,202000.0,12.2,13.8,5700.0
233,8236442,Active,carrier corporation,"50HC**20*(1,2,3)*5****(K,L,M)*",,SP-A,202000.0,12.2,13.8,5700.0
234,8236443,Active,carrier corporation,"50HC**20*(1,2,3)*6****(G,H,J)*",,SP-A,202000.0,12.2,13.8,5700.0
235,8236444,Active,carrier corporation,"50HC**20*(1,2,3)*6****(K,L,M)*",,SP-A,202000.0,12.2,13.8,5700.0
236,8236445,Active,carrier corporation,"50HC-*20*(5,6,7)*1****(G,H,J)*",,SP-A,202000.0,11.7,13.5,5700.0
237,8236446,Active,carrier corporation,"50HC-*20*(5,6,7)*1****(K,L,M)*",,SP-A,202000.0,11.7,13.5,5700.0
238,8236447,Active,carrier corporation,"50HC-*20*(5,6,7)*5****(G,H,J)*",,SP-A,202000.0,11.7,13.5,5700.0
239,8236448,Active,carrier corporation,"50HC-*20*(5,6,7)*5****(K,L,M)*",,SP-A,202000.0,11.7,13.5,5700.0
240,8236449,Active,carrier corporation,"50HC-*20*(5,6,7)*6****(G,H,J)*",,SP-A,202000.0,11.7,13.5,5700.0
241,8236450,Active,carrier corporation,"50HC-*20*(5,6,7)*6****(K,L,M)*",,SP-A,202000.0,11.7,13.4,5700.0
242,8236451,Active,carrier corporation,"50HCA*20*(5,6,7)*1****(G,H,J)*",,SP-A,202000.0,11.5,13.4,5700.0
243,8236452,Active,carrier corporation,"50HCA*20*(5,6,7)*1****(K,L,M)*",,SP-A,202000.0,11.5,13.4,5700.0
244,8236453,Active,carrier corporation,"50HCA*20*(5,6,7)*5****(G,H,J)*",,SP-A,202000.0,11.5,13.4,5700.0
245,8236454,Active,carrier corporation,"50HCA*20*(5,6,7)*5****(K,L,M)*",,SP-A,202000.0,11.5,13.4,5700.0
246,8236455,Active,carrier corporation,"50HCA*20*(5,6,7)*6****(G,H,J)*",,SP-A,202000.0,11.5,13.4,5700.0
247,8236456,Active,carrier corporation,"50HCA*20*(5,6,7)*6****(K,L,M)*",,SP-A,202000.0,11.5,13.4,5700.0
248,8236457,Active,carrier corporation,"50HCB*20*(5,6,7)*1****(G,H,J)*",,SP-A,202000.0,11.4,13.3,5700.0
249,8236458,Active,carrier corporation,"50HCB*20*(5,6,7)*1****(K,L,M)*",,SP-A,202000.0,11.4,13.3,5700.0
0,8236459,Active,carrier corporation,"50HCB*20*(5,6,7)*5****(G,H,J)*",,SP-A,202000.0,11.4,13.3,5700.0
1,8236460,Active,carrier corporation,"50HCB*20*(5,6,7)*5****(K,L,M)*",,SP-A,202000.0,11.4,13.3,5700.0
2,8236461,Active,carrier corporation,"50HCB*20*(5,6,7)*6****(G,H,J)*",,SP-A,202000.0,11.4,13.3,5700.0
3,8236462,Active,carrier corporation,"50HCB*20*(5,6,7)*6****(K,L,M)*",,SP-A,202000.0,11.4,13.3,5700.0
4,8236463,Active,carrier corporation,"50HCC*20*(5,6,7)*1****(G,H,J)*",,SP-A,202000.0,11.3,13.2,5700.0
